,cell,FOV,chrnum,x_hat,y_hat,z_hat,fiber,finalcellID,hyb
0,,0.0,4.0,1654.388,222.56,28.771844660194176,0.0,0.0,72.0
0,,0.0,4.0,323.80499999999995,312.6445,30.987864077669904,0.0,1.0,74.5
0,,0.0,4.0,1545.888,320.71,35.91990291262136,0.0,2.0,72.0
0,,0.0,4.0,725.5169999999998,398.785,24.71359223300971,0.0,3.0,69.0
0,,0.0,4.0,824.498,358.68550000000005,35.85800970873787,1.0,3.0,65.0
0,,0.0,4.0,1760.2279999999996,378.513,29.468446601941743,0.0,4.0,81.0
0,,0.0,4.0,1920.1555,470.2625,43.03033980582524,0.0,5.0,78.5
0,,0.0,4.0,105.1325,508.6875,27.567961165048544,0.0,6.0,73.0
0,,0.0,4.0,129.2095,486.4595,42.88106796116506,1.0,6.0,73.0
0,,0.0,4.0,1045.562,551.227,25.788834951456312,0.0,7.0,71.0
0,,0.0,4.0,1159.7705,563.7424999999998,35.47936893203884,1.0,7.0,74.5
0,,0.0,4.0,295.55600000000004,565.4775,27.559466019417478,0.0,8.0,73.0
0,,0.0,4.0,1521.7220000000002,684.18,38.96116504854369,0.0,9.0,70.0
0,,0.0,4.0,95.23949999999999,659.972,35.04490291262135,0.0,10.0,76.5
0,,0.0,4.0,99.299,658.2669999999999,36.376213592233015,1.0,10.0,70.0
0,,0.0,4.0,98.17099999999999,656.365,35.967233009708735,2.0,10.0,71.5
0,,0.0,4.0,103.901,662.4580000000002,40.45631067961165,3.0,10.0,60.0
0,,0.0,4.0,221.04399999999998,685.972,26.99635922330097,0.0,11.0,72.0
0,,0.0,4.0,1749.1195000000002,779.3355,24.99757281553398,0.0,12.0,70.5
0,,0.0,4.0,1776.4879999999996,705.003,36.22572815533981,1.0,12.0,75.0
0,,0.0,4.0,615.6904999999999,728.135,29.004854368932037,0.0,13.0,80.0
0,,0.0,4.0,1598.891,873.5189999999999,27.446601941747574,0.0,14.0,77.0
0,,0.0,4.0,1671.0785,894.124,45.154126213592235,1.0,14.0,72.5
0,,0.0,4.0,211.27,1004.213,29.703883495145632,0.0,15.0,74.0
0,,0.0,4.0,244.8415,1074.9234999999999,35.44417475728156,1.0,15.0,75.5
0,,0.0,4.0,471.35299999999995,1028.167,39.3507281553398,0.0,16.0,66.5
0,,0.0,4.0,997.486,1151.106,43.6747572815534,0.0,17.0,63.0
0,,0.0,4.0,1160.194,1062.062,24.223300970873787,1.0,17.0,74.0
0,,0.0,4.0,1157.4085,1101.8049999999998,25.83009708737864,2.0,17.0,74.5
0,,0.0,4.0,1090.15,1143.888,45.800970873786405,3.0,17.0,72.0
0,,0.0,4.0,1892.0255,1159.0034999999998,25.645631067961162,0.0,18.0,75.5
0,,0.0,4.0,334.667,1133.412,39.7985436893204,0.0,19.0,68.0
0,,0.0,4.0,290.385,1169.6635,42.68325242718447,1.0,19.0,62.0
0,,0.0,4.0,111.221,1317.811,33.10679611650485,0.0,20.0,70.0
